"IncNodePurity"
56687.9090530818
59124.140015391
81190.5099946019
42054.5195993392
28119.1452040808
54649.1672712612
21173.3656519692
32070.3491132679
47055.1981130105
22567.2438950401
10285.0539986608
9175.53489955648
11317.3949407955
8239.04844186152
13794.5910310694
10720.01434388
5750.49459417636
10920.6523120259
8318.38565710533
7788.25401297732
10632.1809755855
12873.35437519
12125.491826344
15159.7521558902
20632.8737944681
20062.7258943221
23607.777882612
26665.8618408875
28741.7756230285
27931.177058251
28507.2718016246
31053.8642741816
